Class,Decision Threshold,num True,num Predicted,Precision,Recall,Specificity,F1,AUC,AP,Accuracy
af1,0.19840898,571.0,1250.0,0.424,0.9281961471103327,0.2538860103626943,0.5820977484898407,0.6533814868923713,0.5092859846047729,0.5045572916666666
Qal,0.3929365,950.0,1258.0,0.6732909379968204,0.891578947368421,0.2986348122866894,0.7672101449275363,0.7420980779594036,0.8379625783900557,0.6653645833333334
Qaf,0.05046931,13.0,22.0,0.18181818181818182,0.3076923076923077,0.9881812212738017,0.22857142857142856,0.8179200969745947,0.10175294415895653,0.982421875
Qat,0.14662953,61.0,162.0,0.18518518518518517,0.4918032786885246,0.9105084745762712,0.26905829596412556,0.8499805501528203,0.17583499940401495,0.8938802083333334
Qc,0.5785182,749.0,657.0,0.9056316590563166,0.794392523364486,0.9212198221092758,0.8463726884779517,0.9456658009069271,0.9494989456044178,0.859375
Qca,0.36534572,432.0,487.0,0.6878850102669405,0.7754629629629629,0.8623188405797102,0.7290533188248096,0.9097473832528181,0.8248172020856984,0.837890625
Qr,0.29796863,1433.0,1530.0,0.9339869281045752,0.9972086531751571,0.019417475728155338,0.964562942963213,0.8798636847133112,0.990207936790026,0.931640625
