train loss,train accuracy,train time,val loss,val accuracy
0.4061357080936432,79.20457458496094,0.3,0.38862067461013794,81.25
0.3742038905620575,81.29753112792969,0.08,0.474961519241333,78.77604675292969
0.3577643036842346,82.20057678222656,0.08,0.4471930265426636,77.64136505126953
0.3507528603076935,82.85748291015625,0.08,0.34800225496292114,83.83556365966797
0.34376898407936096,83.24110412597656,0.08,0.34874892234802246,83.6495590209961
0.3365327715873718,83.75373840332031,0.08,0.3548409342765808,83.29613494873047
0.3314027190208435,84.0015640258789,0.08,0.5962143540382385,78.64583587646484
0.3286661207675934,84.10850524902344,0.08,0.340024471282959,83.70536041259766
0.32784634828567505,84.10680389404297,0.08,0.35257014632225037,81.88243865966797
0.32157424092292786,84.5328598022461,0.08,0.3165381848812103,84.84002685546875
0.3165464699268341,84.87744140625,0.08,0.31946513056755066,85.2120590209961
0.3155350685119629,84.9283676147461,0.08,0.3231373429298401,84.46800994873047
0.31125420331954956,85.1082992553711,0.08,0.32148444652557373,84.35639953613281
0.306833416223526,85.4494857788086,0.08,0.3211282193660736,84.78422546386719
0.305031955242157,85.39007568359375,0.08,0.3426208198070526,83.89136505126953
0.3025144934654236,85.65318298339844,0.08,0.4463425576686859,81.25
