Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.5702568432040028,0.740904974337456,0.6267037954598437,0.8283795829788924,0.6270515130054203,0.7624799308147463,0.8956996911380375,0.8105759827423821,0.8321964819519245,0.8518363470887211,0.8107328869047619
