Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.39710884353741494,0.6626984126984128,0.48912247173116735,0.5773242630385488,0.5694360305542279,0.5939153439153438,0.9111111111111111,0.7075634832156571,0.5703174603174603,0.7108000333000333,0.6875
