Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.24107142857142858,0.2857142857142857,0.25925925925925924,,0.5028586456833211,0.5610119047619048,0.6428571428571429,0.5943562610229277,,0.6605617266331553,0.7857142857142857
