Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.47),4.0,0.0,0.75,0.0,0.0,0.0,0.6041666666666666,0.3380952380952381
Qal (0.6),11.0,16.0,0.6875,0.6875,1.0,0.8148148148148148,0.18181818181818182,0.565938480711208
Qaf (0.31),1.0,0.0,0.9375,0.0,0.0,0.0,0.9333333333333333,0.5
Qat (0.24),3.0,0.0,0.8125,0.0,0.0,0.0,0.9487179487179488,0.8055555555555556
Qc (0.45),5.0,0.0,0.6875,0.0,0.0,0.0,0.036363636363636355,0.20945970695970695
Qca (0.45),2.0,4.0,0.625,0.0,0.0,0.0,0.07142857142857145,0.10096153846153846
Qr (0.55),16.0,16.0,1.0,1.0,1.0,1.0,,1.0
