Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.39),4.0,16.0,0.25,0.25,1.0,0.4,0.5625,0.37797619047619047
Qal (0.62),11.0,16.0,0.6875,0.6875,1.0,0.8148148148148148,0.9636363636363636,0.986013986013986
Qaf (0.18),1.0,1.0,0.875,0.0,0.0,0.0,0.19999999999999996,0.07692307692307693
Qat (0.31),3.0,0.0,0.8125,0.0,0.0,0.0,0.2564102564102564,0.1638888888888889
Qc (0.58),5.0,0.0,0.6875,0.0,0.0,0.0,0.4727272727272727,0.3263170163170163
Qca (0.49),2.0,0.0,0.875,0.0,0.0,0.0,0.8571428571428572,0.6666666666666666
Qr (0.53),16.0,16.0,1.0,1.0,1.0,1.0,,1.0
