Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.30357142857142855,0.4345238095238095,0.3333333333333333,0.5534438775510204,0.4617025996490283,0.48333333333333334,0.6,0.5164021164021164,0.5726984126984127,0.6316344458011125,0.5357142857142857
