Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.39),4.0,16.0,0.25,0.25,1.0,0.4,0.5624999999999999,0.34047619047619043
Qal (0.62),9.0,12.0,0.4375,0.5,0.6666666666666666,0.5714285714285714,0.28571428571428575,0.4908235283235284
Qaf (0.18),1.0,9.0,0.375,0.0,0.0,0.0,0.4,0.1
Qat (0.31),1.0,0.0,0.9375,0.0,0.0,0.0,0.8,0.25
Qc (0.58),8.0,2.0,0.375,0.0,0.0,0.0,0.4375,0.47841880341880344
Qca (0.49),8.0,6.0,0.5,0.5,0.375,0.42857142857142855,0.53125,0.5906520562770563
Qr (0.53),14.0,16.0,0.875,0.875,1.0,0.9333333333333333,0.8571428571428571,0.9815476190476191
