Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.53125,0.3955285322416389,0.8435621167584788,0.4903019241747085,0.6285816222031374,0.966254752851711,0.738187060194881,0.395832221905923,0.6279715093336646,0.46875,0.0006510416666666666
