Class,Decision Threshold,num True,num Predicted,Precision,Recall,Specificity,F1,AUC,AP,Accuracy
af1,0.22046295,435.0,1456.0,0.29120879120879123,0.9747126436781609,0.06267029972752043,0.4484399788471708,0.5908943802394897,0.34413990222187374,0.3209635416666667
Qal,0.47519377,845.0,1386.0,0.5440115440115441,0.8923076923076924,0.085383502170767,0.6759300761990139,0.45350105755315595,0.5129151350242246,0.529296875
Qaf,0.07737679,6.0,0.0,0.0,0.0,1.0,0.0,0.7904139433551198,0.01870636487558862,0.99609375
Qat,0.081201635,77.0,0.0,0.0,0.0,1.0,0.0,0.32713208655634973,0.035131377866220975,0.9498697916666666
Qc,0.29559755,456.0,1340.0,0.3365671641791045,0.9890350877192983,0.17685185185185184,0.5022271714922049,0.8998060834957765,0.8423923068920285,0.41796875
Qca,0.38916713,249.0,356.0,0.5617977528089888,0.8032128514056225,0.8787878787878788,0.6611570247933884,0.9086446797290171,0.603846951310073,0.8665364583333334
Qr,0.40763658,1511.0,1494.0,0.9832663989290495,0.972203838517538,0.0,0.9777038269550749,0.6609927200529451,0.9879700595400455,0.9563802083333334
