Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.5335630172955581,0.7236717746818426,0.593872301021058,0.8215294274252863,0.6113693480979527,0.7441548585639989,0.9092421002613448,0.8065364302070183,0.8284074012213458,0.8452454034246416,0.798828125
