Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.38812166444821117,0.6616388733754732,0.46649401118383615,0.6616264215688362,0.4778717282471507,0.6609229882543959,0.9214864487286951,0.7368500913913952,0.6441752452327922,0.7301601127775691,0.7195870535714286
