Precision,Recall,F1,AUC,mAP,Accuracy,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.41964285714285715,0.8214285714285714,0.5334170591313449,0.5368976757369615,0.5472144305052468,0.6517857142857143,0.5958333333333333,0.9555555555555556,0.7187822547822548,0.5767989417989419,0.7146264537931205,0.6517857142857143
