Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.42),4.0,0.0,0.75,0.0,0.0,0.0,0.6041666666666666,0.3380952380952381
Qal (0.58),11.0,16.0,0.6875,0.6875,1.0,0.8148148148148148,0.8363636363636364,0.9355866355866356
Qaf (0.37),1.0,0.0,0.9375,0.0,0.0,0.0,0.9333333333333333,0.5
Qat (0.24),3.0,0.0,0.8125,0.0,0.0,0.0,0.9487179487179488,0.8055555555555556
Qc (0.46),5.0,4.0,0.4375,0.0,0.0,0.0,0.036363636363636355,0.20945970695970695
Qca (0.39),2.0,4.0,0.625,0.0,0.0,0.0,0.07142857142857145,0.10096153846153846
Qr (0.53),16.0,16.0,1.0,1.0,1.0,1.0,,1.0
