Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.42),4.0,9.0,0.5625,0.3333333333333333,0.75,0.46153846153846156,0.6875,0.5270833333333333
Qal (0.58),9.0,16.0,0.5625,0.5625,1.0,0.72,0.6349206349206349,0.7292226292226291
Qaf (0.37),1.0,1.0,0.875,0.0,0.0,0.0,0.0,0.0625
Qat (0.24),1.0,6.0,0.6875,0.16666666666666666,1.0,0.2857142857142857,0.8666666666666667,0.3333333333333333
Qc (0.46),8.0,16.0,0.5,0.5,1.0,0.6666666666666666,0.359375,0.5816086691086692
Qca (0.39),8.0,16.0,0.5,0.5,1.0,0.6666666666666666,0.53125,0.6527319902319902
Qr (0.53),14.0,16.0,0.875,0.875,1.0,0.9333333333333333,0.6785714285714286,0.9440210583067726
