Precision,Recall,F1,AUC,mAP,Accuracy,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.24107142857142858,0.2857142857142857,0.25925925925925924,,0.5556655249512393,0.75,0.5610119047619048,0.6428571428571429,0.5943562610229277,,0.7573743386243387,0.75
