Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.5519903273809523,0.3347409864759356,0.7940971130504086,0.4267782863948679,0.6297675680526267,0.9770885722268791,0.7186290269863761,0.333221941718005,0.6295936834857188,0.4480096726190476,0.016927083333333332
