Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.3604591836734694,0.6753246753246753,0.4149659863945578,,0.46308768071755085,0.6608418367346939,0.8333333333333334,0.690098261526833,,0.7101257208400066,0.5178571428571429
