Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.51),4.0,14.0,0.375,0.2857142857142857,1.0,0.4444444444444444,0.3333333333333333,0.22654428904428903
Qal (0.64),11.0,10.0,0.6875,0.8,0.7272727272727273,0.7619047619047619,0.6363636363636364,0.8173274957365867
Qaf (0.26),1.0,9.0,0.375,0.0,0.0,0.0,0.1333333333333333,0.07142857142857142
Qat (0.23),3.0,1.0,0.75,0.0,0.0,0.0,0.0769230769230769,0.13724747474747473
Qc (0.48),5.0,16.0,0.3125,0.3125,1.0,0.47619047619047616,0.5636363636363637,0.48906593406593407
Qca (0.42),2.0,16.0,0.125,0.125,1.0,0.2222222222222222,0.8928571428571429,0.5
Qr (0.56),16.0,16.0,1.0,1.0,1.0,1.0,,1.0
