Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.39827315541601255,0.586734693877551,0.46768707482993194,0.47442602040816334,0.4776036046656795,0.6143589743589744,0.8444444444444444,0.7002645502645503,0.48436507936507933,0.6569929453262786,0.6339285714285714
