model,input,precision (id),precision (cd),recall (id),recall (cd),f1 (id),f1 (cd),f1 (delta),map (id),map (cd),map (delta),auroc (id),auroc (cd),accuracy (id),accuracy (cd)
swin,prc200,0.5388254952455028,0.4417062415972047,0.7632937829510086,0.637380469163978,0.6125261632481257,0.5057540316267193,0.1067721316214064,0.6086341778154037,0.5183422875997591,0.0902918902156446,0.8363350966195668,0.7157892645031179,0.8043154761904762,0.7820870535714286
swin,prc20,0.5752633713290772,0.4400222980518585,0.6972691645009073,0.6608894804604996,0.6159185695828003,0.5130976945842642,0.1028208749985361,0.6450816352832,0.5045796037085043,0.1405020315746956,0.8385361159986208,0.7082482640844063,0.8349144345238095,0.7761346726190477
swin,prc50,0.5906521771197172,0.4800821637841426,0.7086164417055334,0.6389242604414612,0.6315541694917622,0.5283793471812571,0.1031748223105051,0.6568683397161669,0.5244017038824734,0.1324666358336934,0.8472482013376504,0.7271230823928175,0.8364025297619048,0.8018973214285714
swin,prc5,0.5784738786230886,0.4739879256971714,0.742185029112612,0.7040385197092629,0.6322983003484027,0.5583821012603395,0.0739161990880632,0.6729720517099338,0.5936760797452203,0.0792959719647135,0.8715074620234339,0.7815435019469976,0.8430989583333334,0.8200334821428571
swin,rgb,0.5835044541313825,0.3241959173800467,0.6677386489283547,0.3641348070218361,0.6173792971695377,0.291538559963899,0.3258407372056386,0.6459710551849093,0.3317505469259668,0.3142205082589425,0.8489286029881696,0.5219356433601672,0.8479352678571429,0.7056361607142857
swin,s100,0.5228311551130475,0.4520490396737208,0.7778605622992927,0.6779403874761413,0.5987704566122259,0.5264015660615179,0.072368890550708,0.5990479305660099,0.5166414563370718,0.0824064742289381,0.8074535931509456,0.6922413871817936,0.7941778273809523,0.7802269345238095
swin,s10,0.5906124624489121,0.4927636608027426,0.7598747157760969,0.7144778511957821,0.6430407726887782,0.5723780928880098,0.0706626798007684,0.6864612139950277,0.582125753203339,0.1043354607916886,0.8585059286444211,0.8198904287798435,0.8513764880952381,0.8268229166666666
swin,s200,0.5170159429295194,0.4402003987725642,0.7519150240805821,0.6747853758610172,0.5939997618051182,0.5171198636378789,0.0768798981672392,0.5767115643932439,0.5127929431548452,0.0639186212383986,0.7910550148241814,0.6810836805667938,0.7960379464285714,0.7852492559523809
swin,s20,0.6008603041329703,0.4905143690042378,0.6896863403001982,0.6373648477626913,0.6375386742352562,0.5498582874346943,0.0876803868005619,0.6685906695627963,0.561518127660058,0.1070725419027383,0.8589565341769567,0.7976577224931954,0.857421875,0.83203125
swin,s50,0.5439805653942597,0.4548915529972496,0.715166229930266,0.6629333872486243,0.6061114000065432,0.5250362355979126,0.0810751644086306,0.6115919369157812,0.5146848738217729,0.0969070630940083,0.8205215720089429,0.7409366333854382,0.8246837797619048,0.7931547619047619
swin,s5,0.5939119180894139,0.5085329749896099,0.7270136708466801,0.7194247555918292,0.6461171865002562,0.5891641578473169,0.0569530286529392,0.6830515192480392,0.5928532960918851,0.0901982231561541,0.8714615584522132,0.7979197223449072,0.8547247023809523,0.8370535714285714
swin,sds101,0.4766997099524156,0.4216438696238565,0.7187287646388615,0.7305721280866251,0.5526438133714591,0.5190750672002603,0.0335687461711987,0.5458790171922925,0.5303874672238283,0.0154915499684641,0.7501916846244226,0.7077645653809216,0.7579055059523809,0.7549293154761905
swin,sds11,0.5869890718342171,0.4874199246853583,0.6764605495704642,0.6702351576817257,0.6233118334343207,0.5564370772431323,0.0668747561911884,0.6543821377275922,0.5352453653310797,0.1191367723965125,0.8234225600989353,0.7111042935317972,0.8473772321428571,0.83203125
swin,sds201,0.4676872679650937,0.4147352922630033,0.7091867750964294,0.7229242210263692,0.5495711803161969,0.5060730734050318,0.043498106911165,0.5336948318656312,0.4960417503128517,0.0376530815527794,0.7405300274150849,0.7067905874564081,0.7552083333333334,0.7436755952380952
swin,sds21,0.5693776342549103,0.4834038933728823,0.6526224060592963,0.6628001545201246,0.604233945697201,0.5515747662245782,0.0526591794726227,0.6450608367600971,0.5435390158789934,0.1015218208811036,0.8300714902726546,0.7271955498309565,0.8433779761904762,0.8257068452380952
swin,sds51,0.4987001515502803,0.436057932591862,0.7449736976610585,0.7313526208752764,0.5787061333842677,0.5319283388222477,0.04677779456202,0.5846169559767389,0.5195388234584616,0.0650781325182773,0.7808517442338365,0.7007844339890539,0.7832961309523809,0.7646019345238095
swin,sds5,0.5627237707320808,0.4800576302573602,0.6843826399655416,0.6855332471727967,0.6132270334690754,0.5527867084345753,0.0604403250345,0.6407488891412587,0.5436165334776069,0.0971323556636518,0.8276625948457743,0.7000766827618444,0.8340773809523809,0.8111049107142857
vit,aerial,0.5459675545556335,0.2996149582430871,0.7067557272872185,0.2746092467498889,0.6013350988562342,0.2762951479148214,0.3250399509414127,0.6245507110986518,0.3495134834764527,0.275037227622199,0.828136104183029,0.4882872518344045,0.8201264880952381,0.7904575892857143
vit,dem,0.5536649764507856,0.4578116667259677,0.8060362627446616,0.6705123837207506,0.6227924973519589,0.5233548006402272,0.0994376967117316,0.6469480572631777,0.5214573125945121,0.1254907446686656,0.8569750809905771,0.6491691784374326,0.8045944940476191,0.7847842261904762
vit,ep101,0.5136061932113466,0.4085370956291705,0.6770851118684283,0.5901202985272115,0.578057396443585,0.4540270966327139,0.1240302998108711,0.6063434098217063,0.4751123549425663,0.13123105487914,0.8111525786475781,0.7204170107145395,0.7982700892857143,0.7640438988095238
vit,ep11,0.5178078522684654,0.4257301678717607,0.72031360026813,0.6196219292124471,0.5776671186564132,0.4882073613302312,0.089459757326182,0.5933685550801447,0.4786697205605089,0.1146988345196358,0.8008194954425832,0.7052935958228611,0.7909226190476191,0.7690662202380952
vit,ep201,0.5050991212217154,0.3891887131080031,0.6605468564163137,0.5890054929413587,0.556826717182976,0.4454966958138732,0.1113300213691028,0.5887316971664331,0.4552037441550052,0.1335279530114279,0.7753054798074949,0.6861329730841214,0.7922247023809523,0.7553013392857143
vit,ep21,0.5336897340959067,0.4513385025556108,0.7240882095181458,0.612807892933547,0.5856265345987569,0.508349246471966,0.0772772881267909,0.6144007009079957,0.4970916905588504,0.1173090103491453,0.8197692283935354,0.7181403097416214,0.8012462797619048,0.7971540178571429
vit,ep51,0.5494257876119529,0.4517102673112679,0.6761883719559008,0.5466637444446228,0.5964751713461078,0.4779930526175451,0.1184821187285627,0.6132991360490226,0.4913555273329801,0.1219436087160425,0.8153648939870635,0.7153073003337903,0.8180803571428571,0.8092447916666666
vit,ep5,0.502180792559725,0.4175468922558694,0.677662910842065,0.6310682516201567,0.5685686147346837,0.4877077154486227,0.080860899286061,0.574925384949922,0.4755556539914504,0.0993697309584715,0.7792503162151874,0.6906263946597928,0.798828125,0.7704613095238095
vit,nhd,0.4041088248942247,0.3476133552791031,0.7546296454456921,0.7504776457112866,0.5073393568681002,0.4424375638727413,0.0649017929953588,0.4434984057398415,0.3627931904298886,0.0807052153099529,0.6158187803366261,0.5642373233095287,0.6592261904761905,0.6193266369047619
vit,nir,0.5049403834468452,0.2687673866271968,0.625616995067073,0.3433941467653828,0.5543664003373393,0.2869908590470552,0.2673755412902841,0.573353555514197,0.3226648068385205,0.2506887486756765,0.7651173231085403,0.4768783054208794,0.8135230654761905,0.7619047619047619
vit,osm,0.4489905577820123,0.3755643862625041,0.8477423795258083,0.8397461769635554,0.5344531304971126,0.4575473917893372,0.0769057387077754,0.4797962851614222,0.3956973027812416,0.0840989823801806,0.6651141919510651,0.5964159529150831,0.6579241071428571,0.5503162202380952
vit,plc100,0.4080446221539138,0.3352706462719985,0.7909564194726464,0.754461088742281,0.4943057976788955,0.4182215655516005,0.0760842321272949,0.4193728204464491,0.3363163314782704,0.0830564889681786,0.5546361537108353,0.5254767521343597,0.5807291666666666,0.5452008928571429
vit,plc10,0.49405225695708,0.4133832168425809,0.6430213740157139,0.585257070880382,0.5531700231808057,0.4757041454141236,0.077465877766682,0.5645945227955692,0.4602366688588613,0.1043578539367079,0.7806454596805082,0.7132500989343039,0.7915736607142857,0.7738095238095238
vit,plc200,0.4033875079028523,0.3443510256972937,0.750064664303502,0.7424310447743201,0.5044108834334301,0.4349037451142054,0.0695071383192247,0.435580382373962,0.3529149099721516,0.0826654724018104,0.6008297117484035,0.6033496465608016,0.65625,0.5971912202380952
vit,plc20,0.499588761980622,0.418215867663601,0.6671349123672506,0.575614551229667,0.5634447857667265,0.4506201042040404,0.1128246815626861,0.5706805238989932,0.4389642332106588,0.1317162906883343,0.7783043697126419,0.6977985117654012,0.7872953869047619,0.7375372023809523
vit,plc50,0.4410295163266881,0.3549408263260643,0.7764845285326951,0.6205988240880388,0.5333357362155907,0.4270243663994131,0.1063113698161776,0.5026575419849099,0.376721146960235,0.1259363950246748,0.704467528062608,0.6531971576560393,0.6971726190476191,0.6860119047619048
vit,plc5,0.4661404703040065,0.394706070541816,0.6974141754068509,0.6256039643244021,0.530384354648713,0.4665802472017454,0.0638041074469676,0.5219716517252256,0.4405613087588712,0.0814103429663544,0.7059272022999703,0.6438876457645301,0.7220982142857143,0.7305617559523809
vit,prc100,0.5561738476728382,0.4518093801148194,0.7534241903064977,0.644204090798758,0.6142971539230064,0.5160154404829401,0.0982817134400663,0.6144563484879738,0.5148596145625405,0.0995967339254333,0.8329161149872777,0.7178548701354293,0.8156622023809523,0.787109375
vit,prc10,0.5479366829705031,0.4261320412747191,0.6797375439493397,0.6542138024110729,0.6017173785087755,0.5071703993177854,0.09454697919099,0.6235140932746576,0.4879555177927268,0.1355585754819308,0.8360492595934365,0.7255060728633721,0.8309151785714286,0.7858072916666666
vit,prc200,0.5400441746935206,0.4399448714760366,0.7535569994514109,0.6542735224795727,0.6121271422255264,0.5110860039409897,0.1010411382845367,0.6112653555502865,0.5106647619231509,0.1006005936271355,0.8394161766521986,0.7174582532923737,0.8033854166666666,0.7821800595238095
vit,prc20,0.5906914449757694,0.4187684478319907,0.7198620180030676,0.667687640359806,0.6351371853460833,0.5020760426131573,0.133061142732926,0.6491737401129303,0.5003506857271879,0.1488230543857424,0.8372899539772309,0.731076927492368,0.8278459821428571,0.7687872023809523
vit,prc50,0.559747192271778,0.4580837713548967,0.7532419897679585,0.689876565174567,0.6190742989372053,0.5326550063439164,0.0864192925932889,0.6236069978422216,0.5110625188076977,0.1125444790345239,0.8376786309378141,0.7177613229686548,0.8214285714285714,0.7779947916666666
vit,prc5,0.4985961624902578,0.4009770323164087,0.6897354709596765,0.6579059506586481,0.5625127366662925,0.4852943516501184,0.0772183850161741,0.578120132980023,0.4718989479303168,0.1062211850497061,0.7677781308532357,0.6929989069718087,0.7867373511904762,0.7560453869047619
vit,rgb,0.5210386820015865,0.3745124586384397,0.7048371627661275,0.2909480101001226,0.5833029115748989,0.2326693931869844,0.3506335183879144,0.5910117860326932,0.3739518825761424,0.2170599034565508,0.7991985134199233,0.5555066921684774,0.8085007440476191,0.7521391369047619
vit,s100,0.5146276056297867,0.4738960487665014,0.828969924819287,0.6770910838435841,0.5825467937092437,0.5381882300441384,0.0443585636651052,0.5714334829721915,0.5072855574202861,0.0641479255519054,0.7803494881098632,0.6792512013783708,0.7493489583333334,0.7620907738095238
vit,s10,0.5556612286728868,0.474034367205258,0.6383064777202014,0.6147650205223991,0.5908790742167351,0.5277940662868135,0.0630850079299216,0.6202629137757407,0.5176231651925842,0.1026397485831565,0.8187631087383441,0.695235729772211,0.8392857142857143,0.8250558035714286
vit,s200,0.5019264931603423,0.4532276151567203,0.7438174080793568,0.678318199764156,0.578204074139966,0.5267963360325106,0.0514077381074553,0.5656841825483108,0.5044364273170813,0.0612477552312294,0.7788400810477728,0.6914910979493029,0.7785528273809523,0.7754836309523809
vit,s20,0.5439539117381214,0.464587442259238,0.685890704550074,0.6612545857029265,0.5931006139964715,0.5293117897748782,0.0637888242215932,0.6165676817452972,0.505515076346774,0.1110526053985232,0.8007942765842682,0.6648652139806019,0.8155691964285714,0.7944568452380952
vit,s50,0.5380337439810076,0.4654156316905299,0.697819528546481,0.6606452724384432,0.5928925119931263,0.5306451591387102,0.062247352854416,0.6050382467734526,0.5093235672031543,0.0957146795702983,0.8053906562288428,0.6957676226894225,0.8100818452380952,0.7906436011904762
vit,s5,0.5525013616375469,0.4553426659441564,0.6833759369291987,0.6745253377434047,0.5988014285375195,0.5337536213568553,0.0650478071806641,0.6235071318392674,0.5164649268392657,0.1070422050000017,0.8231619484585567,0.6914356417825844,0.8274739583333334,0.8054315476190477
vit,sds101,0.4766651115679653,0.4300688008706597,0.7014682706951135,0.7124767197846376,0.5500502468742765,0.521490937693296,0.0285593091809804,0.5316109707355122,0.4982613658954284,0.0333496048400838,0.7307497451617075,0.70267306598932,0.7599516369047619,0.7660900297619048
vit,sds11,0.510182093208117,0.4458153474604052,0.6588975224022098,0.6612258528062587,0.5663636880393748,0.5240534109417742,0.0423102770976006,0.5712316275732454,0.5106404345398893,0.0605911930333561,0.7574501838500872,0.6917027462406204,0.8026413690476191,0.8073846726190477
vit,sds201,0.4646960655568256,0.4030674523939873,0.665673219300148,0.6735263443276064,0.5374010388622804,0.4857059615232172,0.0516950773390632,0.5351343587993631,0.4840809174500336,0.0510534413493294,0.7256439839612163,0.6998322141544756,0.7699032738095238,0.7579985119047619
vit,sds21,0.5254669580195042,0.4692910906446742,0.689750502754774,0.7075537197301568,0.5848988589856544,0.5553854667724167,0.0295133922132376,0.5879341691955319,0.5408011394684294,0.0471330297271024,0.7798970340157879,0.7087937687474477,0.8068266369047619,0.8009672619047619
vit,sds51,0.4783734995183229,0.4406769038211801,0.7253060266824095,0.7444689597015941,0.5566394339104808,0.5373829169507657,0.019256516959715,0.552308617429835,0.517416728353846,0.0348918890759889,0.7342957798025932,0.6983236783111854,0.7611607142857143,0.7506510416666666
vit,sds5,0.5234807672762808,0.466210231084863,0.7292407244426119,0.7343191307750289,0.5900734721400314,0.5605394516096078,0.0295340205304235,0.6035939979690969,0.5494106224654417,0.0541833755036551,0.7801797696942682,0.743759319964953,0.8030133928571429,0.8026413690476191
resnet18,ep-ms,0.6487280580096213,0.5817907392433714,0.6964114631268593,0.510168515863264,0.6654386918520402,0.5372611083684085,0.1281775834836317,0.7116226095287512,0.5885635946196136,0.1230590149091376,0.9015173587725972,0.8116614796000424,0.8804873511904762,0.8645833333333334
resnet18,plc-ms,0.6089805027587029,0.4666245795159566,0.70301998445941,0.6926516048653929,0.6488111247935696,0.5497498648890911,0.0990612599044785,0.6787122065452038,0.5672212111092595,0.1114909954359443,0.877220447496802,0.8048238971515321,0.8516555059523809,0.8037574404761905
resnet18,prc-ms,0.6522601674244072,0.5514289835442697,0.7026546844051008,0.6831242177760305,0.6652759409286328,0.6073206992775511,0.0579552416510817,0.7223348570074736,0.6280683048826387,0.0942665521248349,0.904828065649587,0.7973645644642612,0.884765625,0.8668154761904762
resnet18,sds-ms,0.6064905972184345,0.4955082473508027,0.7008351741762139,0.6734913281726177,0.644698999020998,0.5498562131641179,0.0948427858568801,0.6813166832011266,0.5687249439698447,0.1125917392312818,0.8704016234966405,0.7470767686461246,0.8555617559523809,0.8297991071428571
resnet18,s-ms,0.6227595921749983,0.5367215915629658,0.7439843970286649,0.6667600380741862,0.6615891733014732,0.590085254612512,0.0715039186889611,0.7032263667086701,0.609742732368745,0.0934836343399251,0.88455996081857,0.8366953787341757,0.8676525297619048,0.8550967261904762
resnet50,ep-ms,0.6143928511323195,0.4696796258620978,0.7323991087050786,0.63325344952461,0.6417740551457122,0.5047611794432764,0.1370128757024358,0.696284482206016,0.520822077826543,0.175462404379473,0.87375750206206,0.7339118059761155,0.8541666666666666,0.7789248511904762
resnet50,plc-ms,0.6084205817176892,0.4833690967031807,0.7271712135102781,0.683673534350105,0.6484191292328123,0.5513197829276751,0.0970993463051371,0.6916220308238625,0.5681476801218109,0.1234743507020516,0.8734258652971556,0.7960562123334831,0.8502604166666666,0.7992001488095238
resnet50,prc-ms,0.6178585360190818,0.5063129456369281,0.7345525083677111,0.6613501447585312,0.6625513567989529,0.5693046389496245,0.0932467178493284,0.7099174150575225,0.6100926661252849,0.0998247489322375,0.8968337022230228,0.7695589046286834,0.8676525297619048,0.8530505952380952
resnet50,sds-ms,0.6154505371681792,0.5059713315756101,0.7139347022757508,0.6620806905958287,0.6403702229793016,0.5634398413059537,0.0769303816733478,0.6746660876042115,0.5696517857190787,0.1050143018851328,0.8732995275544191,0.7295320665009966,0.8575148809523809,0.8414248511904762
resnet50,s-ms,0.6278874169534621,0.5739106799395336,0.6856062507653936,0.656286387110615,0.6462376843877299,0.5985942436100172,0.0476434407777126,0.7009471186429546,0.6359989565527729,0.0649481620901816,0.8848813588855489,0.840203449275983,0.8711867559523809,0.8667224702380952
swin,ep-ms,0.6198490722147569,0.5144649487940135,0.7170193582289891,0.6800767741732233,0.6587442705370954,0.5809421875443671,0.0778020829927282,0.7179194609362484,0.6073583329160358,0.1105611280202125,0.8927631705437375,0.840597348389721,0.8709077380952381,0.8506324404761905
swin,plc-ms,0.5994004674404874,0.4845835350010011,0.678017596818065,0.6588016605949324,0.6306972529473175,0.5540974714510598,0.0765997814962576,0.6831940210932023,0.5685453148033434,0.1146487062898589,0.8760141958297113,0.8011358206141816,0.8529575892857143,0.8223586309523809
swin,prc-ms,0.6213169613024107,0.5097550342950107,0.7583333978161594,0.653052918543345,0.6666506708406129,0.5682757391308145,0.0983749317097983,0.7113123843255532,0.612352490659125,0.0989598936664282,0.9022786316450828,0.7904954446104391,0.8702566964285714,0.8542596726190477
swin,sds-ms,0.5871685781085988,0.5090091741644686,0.7437234613019111,0.7265012220153537,0.6401162943156253,0.5905405596672496,0.0495757346483757,0.6725054737142558,0.5892026293975104,0.0833028443167454,0.863267786185743,0.7836010456394297,0.8477492559523809,0.83984375
swin,s-ms,0.6346807710518594,0.5159510526146768,0.6840728066144474,0.6571821083104002,0.6512112290926707,0.5658500977670218,0.0853611313256489,0.7142167783014207,0.592164028237773,0.1220527500636476,0.893190596701597,0.8205879129865742,0.8773251488095238,0.8604910714285714
vit,ep-ms,0.5418693688972102,0.6257715128661641,0.7317279845347276,0.7380810432739634,0.6105289245199476,0.6277296345128166,-0.017200709992869,0.6443551819915386,0.602896581166605,0.0414586008249335,0.848318462736839,0.7401043054237499,0.8203125,0.8016183035714286
vit,plc-ms,0.5321426496759385,0.4119051235378596,0.7014481938696503,0.6551540471880595,0.6003568251960475,0.4900819134656485,0.110274911730399,0.6193660649029693,0.5152856993930819,0.1040803655098874,0.8232766670012129,0.713997845648824,0.8128720238095238,0.7567894345238095
vit,prc-ms,0.5700690837312917,0.475983134847172,0.7498854751300801,0.6594268623464673,0.6288632041714964,0.5455864605852412,0.0832767435862552,0.6674665721232511,0.5633152069185944,0.1041513652046567,0.8815259309047437,0.7599313690342563,0.8430059523809523,0.8233816964285714
vit,sds-ms,0.5615364305249596,0.4848061099608943,0.730603406344632,0.7102394213371984,0.6133521025391311,0.5692036426166729,0.0441484599224581,0.6328453742879565,0.56452985552281,0.0683155187651465,0.8296274922183876,0.7741383427746121,0.8276599702380952,0.8151041666666666
vit,s-ms,0.589573377362019,0.4718719757235293,0.7053828160271891,0.6475655689329622,0.6356101836350344,0.5351570790436295,0.1004531045914048,0.674759184228879,0.546080423846654,0.128678760382225,0.858092942891503,0.6967887851443262,0.8458891369047619,0.8217075892857143
