Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.4523809523809524,0.7142857142857143,0.5230674087816946,,0.5442857142857143,0.6904761904761905,0.9047619047619048,0.7633889919604206,,0.7373015873015872,0.5476190476190477
