Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.4333333333333334,0.7571428571428571,0.4992578849721707,,0.7026190476190476,0.635,0.8,0.6620129870129869,,0.7758333333333334,0.5
