Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.53),2.0,6.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.25,0.325
Qal (0.72),5.0,5.0,0.6666666666666666,0.8,0.8,0.8,0.4,0.8766666666666667
Qaf (0.23),1.0,6.0,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0
Qat (0.5),1.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.6,0.3333333333333333
Qc (0.65),3.0,5.0,0.3333333333333333,0.4,0.6666666666666666,0.5,0.0,0.38333333333333336
Qca (0.39),2.0,6.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0
Qr (0.48),6.0,5.0,0.8333333333333334,1.0,0.8333333333333334,0.9090909090909091,,1.0
