Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.53),3.0,6.0,0.5,0.5,1.0,0.6666666666666666,0.7777777777777778,0.8666666666666667
Qal (0.72),5.0,6.0,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091,0.2,0.81
Qaf (0.23),1.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.19999999999999996,0.2
Qat (0.5),1.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.19999999999999996,0.2
Qc (0.65),4.0,6.0,0.6666666666666666,0.6666666666666666,1.0,0.8,0.125,0.5666666666666667
Qca (0.39),1.0,6.0,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,0.0,0.16666666666666666
Qr (0.48),6.0,6.0,1.0,1.0,1.0,1.0,,1.0
