Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.8512834821428571,0.549989148260238,0.6191380743985236,0.5788274400595202,0.7806512671464803,0.8666825095057035,0.818030751638774,0.513203732582435,0.7485993565817579,0.14871651785714285,0.2923177083333333
